20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
9119                     |51355.426,4990.678,19442.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9136                     |51557.996,4995.220,18572.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9138                     |51148.633,4999.220,18596.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9144                     |51537.246,5014.220,19111.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9152                     |51511.953,4990.391,19639.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9154                     |51821.215,4990.391,19097.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9156                     |50599.266,4992.391,19433.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9202                     |57625.445,1913.875,-28367|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
9209                     |58719.449,1893.875,-29087|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
9211                     |58960.914,1883.875,-29030|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
9239                     |48794.145,1285.370,6554.0|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
9241                     |48925.219,1300.370,6317.7|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
9270                     |50926.684,3029.083,-15042|0.000,17.586,0.000       |                         |                         
9274                     |59557.184,1817.755,-26176|0.000,17.586,0.000       |                         |                         
9280                     |59634.188,2073.416,-6560.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9282                     |60433.676,2094.416,-7450.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9284                     |58979.883,2081.988,-7514.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9711                     |63070.578,4185.826,-27307|0.000,60.916,0.000       |                         |                         
9718                     |61573.105,4012.496,-32671|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
9722                     |59974.000,4146.328,-33015|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
10488                    |65290.039,3750.124,-23353|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10548                    |70335.109,1675.708,-24400|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10550                    |70172.664,1682.492,-24365|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10553                    |70538.328,1675.293,-24319|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
10555                    |70342.359,1679.538,-24022|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
10634                    |69775.812,1692.240,-23807|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10703                    |69561.875,1678.974,-24520|0.000,114.714,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10734                    |53333.570,1669.498,1711.1|0.000,69.908,0.000       |                         |MOBNAME_GRAVETEAM_15     
10742                    |53925.098,1668.428,2384.4|0.000,66.130,0.000       |                         |MOBNAME_GRAVETEAM_16     
10743                    |52442.328,1643.757,2354.6|0.000,66.403,0.000       |Serano Ukara 234 - 298 'S|MOBNAME_GRAVE_13         
10744                    |52947.781,1601.136,2268.3|0.000,67.669,0.000       |Victimo Sorn 456 - 512 'T|MOBNAME_GRAVE_14         
10745                    |52657.133,1659.763,1388.8|0.000,66.781,0.000       |Veranim Sadea 390 - 'Król|MOBNAME_GRAVE_12         
10746                    |52581.426,1640.991,720.89|0.000,67.087,0.000       |Izolda 525 - 550         |MOBNAME_GRAVE_03         
10747                    |52723.992,1602.991,430.27|0.000,68.032,0.000       |Yasmin 510 - 546         |MOBNAME_GRAVE_07         
10748                    |52527.051,1620.992,-296.4|0.000,69.514,0.000       |Teodor 220 - 310 - 'Oby j|MOBNAME_GRAVE_11         
10818                    |81738.891,4150.927,-19413|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10820                    |82097.414,4148.368,-19505|0.000,83.565,0.000       |                         |                         
10842                    |82127.953,4191.998,-18388|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
10844                    |81406.305,4200.362,-18648|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
10988                    |44643.289,2935.514,2590.8|0.000,61.953,0.000       |                         |MOBNAME_BENCH            
10998                    |45308.328,3041.000,3676.8|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
11001                    |45545.215,3039.665,3433.7|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
11172                    |45038.066,2572.213,-15558|0.000,80.089,0.000       |Nieznany ¿o³nierz        |MOBNAME_GRAVE_09         
11227                    |74936.305,3309.044,-287.6|0.000,66.070,0.000       |NicoDE - 'Witaj, œwiecie!|MOBNAME_GRAVETEAM_10     
11289                    |74418.180,3352.524,-690.4|0.000,79.116,0.000       |Oelk - 'NIIIIIIIEEEEEEEEE|MOBNAME_GRAVETEAM_02     
11290                    |74621.141,3355.524,-986.1|0.000,77.765,0.000       |Snoelk - 'Patrzcie - prze|MOBNAME_GRAVETEAM_01     
11291                    |73657.516,3343.255,-1234.|0.000,65.488,0.000       |Chase - 'I co wy na to, z|MOBNAME_GRAVETEAM_05     
11292                    |73848.617,3347.255,-1515.|0.000,64.542,0.000       |Michael - 'Ja wcale nie œ|MOBNAME_GRAVETEAM_07     
11293                    |74100.641,3349.097,-1859.|0.000,79.572,0.000       |Hodges - 'Wszystko bêdzie|MOBNAME_GRAVETEAM_03     
11317                    |58804.195,1630.428,11224.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11319                    |58644.449,1635.428,11132.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11444                    |75175.906,2661.636,618.64|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11533                    |57121.371,1899.660,-984.5|0.000,78.713,0.000       |Kufer                    |MOBNAME_CHEST            
11535                    |56622.633,1904.617,-2091.|0.000,77.819,0.000       |Kufer                    |MOBNAME_CHEST            
11537                    |86150.633,4279.219,-9583.|0.000,77.646,0.000       |Kufer                    |MOBNAME_CHEST            
11539                    |85181.438,4278.219,-10015|0.000,77.919,0.000       |Kufer                    |MOBNAME_CHEST            
11541                    |84027.898,4273.219,-11226|0.000,94.455,0.000       |Kufer                    |MOBNAME_CHEST            
11703                    |52755.027,1642.116,-10500|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11707                    |52992.000,1641.000,-11006|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11710                    |53006.520,1640.965,-10412|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11712                    |53094.055,1640.509,-10640|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11724                    |67740.828,3968.079,-21818|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11727                    |67499.383,3968.758,-22104|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
11729                    |67362.125,3968.876,-21902|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11742                    |64883.199,3978.850,-21431|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
11746                    |64390.832,3984.545,-21634|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11754                    |64569.152,3984.227,-21502|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11762                    |64551.000,3985.000,-22136|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11764                    |64761.176,3973.338,-21894|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
11807                    |56895.000,1903.000,-2073.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11810                    |56901.000,1902.000,-1674.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11821                    |57461.000,1902.000,-1062.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11829                    |56391.996,1898.882,-1093.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11831                    |56146.293,1906.674,-1109.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11835                    |56711.832,1903.039,-1002.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11837                    |56886.219,1903.956,-1091.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12178                    |75896.852,3831.363,-9395.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12182                    |75335.164,3831.127,-10064|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12190                    |75630.961,3830.954,-9383.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
